source,target
@hhaalleexx,@DLF
@WilliKing10,@Ralf_Stegner
@FrancCabernet,@BTom1974
@FrancCabernet,@Ricarda_Lang
@FrancCabernet,@C_Emcke
@UkiSanukri5,@Yulyul0921
@UkiSanukri5,@Dennysiregar7
@PNerozar,@cducsubt
@Susan21390135,@Susan21390135
@whatboldness,@susannasilfver
@whatboldness,@PeterModerat
@MelayuKeris32,@SokanMalaya07
@KlausLammert,@Ricarda_Lang
@anndautzenberg,@GrueneCH
@anndautzenberg,@verkehrsclub
@anndautzenberg,@umverkehR
@WolfgangAdam11,@AhmadMansour__
@WolfgangAdam11,@polenz_r
@loewenzahn345,@LiberalMut
@Bulecklist,@firzieidris
@MilPolitikDE,@Maks_NAFO_FELLA
@sisujang9,@Dennysiregar7
@sisujang9,@NasDem
@rois_arbisaid,@Z_4bidin
@rois_arbisaid,@MafiaWasit
@SSchmidt1983,@HelmutLacher
@SSchmidt1983,@ZDFheute
@maqbulhalim,@maqbulhalim
@LukmanM03914622,@PanjiNampan
@LukmanM03914622,@politik_Ngawur8
@LukmanM03914622,@DokterTifa
@autientic,@autientic
@wghoffmann68,@Ralf_Stegner
@HansJoa82231888,@Hadmut
@OlympeGouze,@mondschaf23
@dt_Kasperli,@welt
@LukmanM03914622,@politik_Ngawur8
@LukmanM03914622,@DokterTifa
@erugoeller,@shekarabi
@erugoeller,@svenaringsliv
@erugoeller,@SmedjanTimbro
@TruthGPTBot,@TGHHsupporter
@TruthGPTBot,@ahikhwan
@lady_parvus,@weinyard76
@lady_parvus,@docknack
@lady_parvus,@KA_Sammler
@Bunga_JyKesuma,@Tan_Mar3M
@ilverocristiano,@svenlehmann
@bucin,@one_ted
@bucin,@Outstandjing
@cd_andi,@RonaiChaker
@AntoniZbigniew,@AntoniZbigniew
@ostseekarl,@Bundeskanzler
@HeidiHerold3,@QueenKennylla
@HeidiHerold3,@Kaffeetina
@emre66A53,@UhpSala
@emre66A53,@DortmundaBerlin
@Djekbocah1987,@temponewsroom
@liliwasta,@AlnilamOmar
@partaimurba,@tempodotco
@msoucek90,@Sima_Ondra
@antasenaa_,@antasenaa_
@antasenaa_,@TaniHitam
@ZImbo30j,@Ricarda_Lang
@ZImbo30j,@C_Emcke
@antasenaa_,@TaniHitam
@LoneWolfReasu,@LilithWittmann
@resignierter,@akm0803
@HavelNavzdy,@radim_politik
@strigoy72,@NancyFaeser
@Bushcra92469928,@BayernSPD
@Bushcra92469928,@FlorianvonBrunn
@SachiGortchi,@bodoramelow
@bamsebar,@MiRo_SPD
@MatthiasHauer,@lime_green_leni
@jaklar101,@mondschaf23
@HanneloreKlobe2,@queru_lant
@pitt1898_pitt,@lime_green_leni
@SSchmidt1983,@Christi60211477
@SSchmidt1983,@ZDFheute
@AnimalTheHomel1,@Funnybot10
@AnimalTheHomel1,@Tyr_Donnerhall
@L_Bednarz,@viajaralemando
@L_Bednarz,@tonline
@Brunopolik,@Otto_Fricke
@el_meyestro,@spdde
@el_meyestro,@taz
@AndreasSolusi,@Bank_Joee_
@AndreasSolusi,@bengkeldodo
@KollerRegina,@alex_d2024
@KollerRegina,@JohannaBurkhar3
@AngelikaMusser,@diwi28
@AngelikaMusser,@phoenix_de
@JurgenKrier,@Bundeskanzler
@DieUnschuld,@MauriceHoefgen
@hexmisaa,@SStuh
@hexmisaa,@ainyrockstar
@rolfcronberg,@JoakimZander
@rolfcronberg,@ars_gravitatis
@GottfriedPlumpe,@FraukePetry
@GottfriedPlumpe,@Gabriele_NL
@DerWiderstand8,@frohlok
@ChristophRothe2,@LiberalMut
@MboWar4,@Malika6027
@Bluemberryz,@orenjyuu
@siroBerpikir,@Uki23
@carlxavix,@juanitafranden
@stefan_sager1,@a_nnaschneider
@Stefpol5,@Bundeskanzler
@HHasanie,@BicepTractor
@HHasanie,@Mat_Jaket
@Anomali_politik,@TLPS08
@Anomali_politik,@Bank_Joee_
@AdindaDaen379,@NtbGerindra
@AdindaDaen379,@info_beragam
@albvalegreen,@albvalegreen
@albvalegreen,@hart_thorsten
@albvalegreen,@KoschakMichaela
@fuch19287,@polenz_r
@Indomitable1979,@derspiegel
@eckekopfballtor,@Regendelfin
@eckekopfballtor,@Rieger_San
@mJ6770827142572,@Georg_Pazderski
@M1xFr55,@JoelThuering
@Bambang_Budimab,@ekowboy2
@epic_bro77,@disinisadat
@epic_bro77,@MafiaWasit
@enavigo,@enavigo
@enavigo,@PROMEENZ
@twibarth,@Nessi_Askja
@twibarth,@JkGO14
@twibarth,@KoblitzHagen
@trost_karl,@zeitonline
@Gamechanger1510,@FAZ_Politik
@AndPesHK,@CBGSpender
@Absurdistan5,@Aras_Nathan
@TheCreatorSF,@BuniYani
@Michael03999520,@BILD
@gunterlierschof,@NikitaPopowitch
@DrRodenb1,@RAMathiasMuench
@DrRodenb1,@christophploss
@toni_tobler,@irisarianee
@haziq303,@SyedSaddiq
@RadioPolitik,@PeulnaMarkvart1
@vaclavdavid,@mikeska_lukas
@vaclavdavid,@radim_politik
@JensJoensson,@DrDahlberg
@YasrizalJ57255,@yaniarsim
@YasrizalJ57255,@PardedeReza666
@firzieidris,@firzieidris
@bildungsfuchs,@CarloMasala1
@Recher,@BachmannRudi
@PiknaL,@radim_politik
@Alexand09530565,@Villalon1Isabel
@KlausLammert,@NancyFaeser
@KlausLammert,@DHB_Teams
@mikeska_lukas,@vaclavdavid
@mikeska_lukas,@radim_politik
@rizasyaputra97,@atm0stphere
@rizasyaputra97,@Memejamkanmata_
@rizasyaputra97,@zoelfick
@Theresa_Finn_,@bodoramelow
@enavigo,@PROMEENZ
@SuhermanAminsy1,@erickthohir
@Bambang_Budimab,@YanHarahap
@Indomitable1979,@IwanDerErste
@Indomitable1979,@dieJanki
@P4ddIngt0n,@ROnlyaghost
@P4ddIngt0n,@FritzKummer2
@P4ddIngt0n,@johannesgrunert
@SpaceMovie92,@FAZ_Politik
@Bambang_Budimab,@YanHarahap
@Praefaktisch,@polenz_r
@DVestec,@MAFIA2427
@DVestec,@Tomulluss
@DVestec,@radim_politik
@kkneeldown,@NurheidyB
@kkneeldown,@temponewsroom
@ilonajasmine_,@mapplecrush
@ilonajasmine_,@prabowo
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@dnzel_fzn,@mapplecrush
@dnzel_fzn,@prabowo
@irmajahsa88687,@irmajahsa88687
@NurIrma98882,@NurIrma98882
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@NurirmaJ93483,@NurirmaJ93483
@Jakha05,@mediacenter
@don_muzakir_,@prabowo
@don_muzakir_,@jokowi
@don_muzakir_,@ditoariotedjo
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@autokrat_not,@autokrat_not
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@DKliktivisme,@DKliktivisme
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@indeks_politika,@indeks_politika
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@politikngaji2,@politikngaji2
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@AdhigkKurniawan,@AdhigkKurniawan
@AdhigkKurniawan,@AdhigkKurniawan
@prabowong,@ano_sumarno_
@doktermarket,@doktermarket
@merapi111,@jay_ais007
@merapi111,@KakekHalal
@hafiz3017,@VIVAcoid
@bukan_bumbu,@txtdrimedia
@MilihPribumi,@BangPino__
@DrRobiNurhadi,@bp_batam
@DrRobiNurhadi,@Rempang_
@DrRobiNurhadi,@batam
@DrRobiNurhadi,@jokowi
@DrRobiNurhadi,@setkabgoid
@DrRobiNurhadi,@DPDRI
@DrRobiNurhadi,@mprgoid
@DrRobiNurhadi,@mohmahfudmd
@DrRobiNurhadi,@DPR_RI
@DrRobiNurhadi,@aniesbaswedan
@DrRobiNurhadi,@prabowo
@DrRobiNurhadi,@ganjarpranowo
@DrRobiNurhadi,@hariankompas
@DrRobiNurhadi,@republikaonline
@JannahHasan65,@CakKhum
@ImanBud82347260,@alextham878
@ImanBud82347260,@KPK_RI
@gtufetgbjh5uu8i,@VIVAcoid
@JHPrabowo,@Mia_Kyushu
@muttaqindepok,@BangPino__
@zxnm88473822,@zxnm88473822
@ChandraMahend18,@pieteriskandar0
@ChandraMahend18,@GeiszChalifah
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@zxnm88473822,@zxnm88473822
@Bungarampai28,@PartaiSocmed
@Bungarampai28,@prabowo
@DataZakee,@tvOneNews
@sarphanjamain1,@Hasbil_Lbs
@Schlossthe6,@gendutsugiono62
@Schlossthe6,@Hasbil_Lbs
@Schlossthe6,@aniesbaswedan
@Khoirul29246028,@Hasbil_Lbs
@JHPrabowo,@HarryMagurame
@jay_ais007,@merapi111
@jay_ais007,@KakekHalal
@pitung68,@kompascom
@PatenSiahaan,@kompascom
@JHPrabowo,@sukria_afkariza
@VillageJaguar,@dAsalbantani
@VillageJaguar,@VIVAcoid
@VillageJaguar,@budimandjatmiko
@ethadisaputra,@Wicaksono_J
@ethadisaputra,@CNNIndonesia
@rochmanalex3,@Hasbil_Lbs
@you_suphi,@KakekHalal
@Positivevi47750,@Positivevi47750
@Positivevi47750,@Positivevi47750
@Positivevi47750,@Positivevi47750
@Positivevi47750,@Positivevi47750
@ejahoosea_,@Yom_N_Friends
@EllonMj14,@tvOneNews
@inthuliaster,@mpoklela7
@inthuliaster,@prabowo
@Tjel0up,@BarBaro5_
@Tjel0up,@prabowo
@ChoirulAnwar999,@satriohendri
@parasian7,@parasian7
@parasian7,@putripangarep
@WongIndonesiaOK,@PartaiSocmed
@WongIndonesiaOK,@prabowo
@kelixmaan,@BanyuSadewa
@BosPurwa,@prabowo
@BosPurwa,@Gerindra
@mbuhraerti,@Tjel0up
@mbuhraerti,@prabowo
@Zly_aja,@susipudjiastuti
@Kimberley_2024,@IrawanRommi
@Kimberley_2024,@prabowo
@BANGSAygSUJUD,@budii_atmoko
@BANGSAygSUJUD,@Gerindra
@Teampick303,@Miduk17
@MilihPribumi,@BangPino__
@25perak,@txtdrimedia
@PaPa_Bowo2024,@SughondoL
@PaPa_Bowo2024,@Safitridede1
@AkunSiAneh,@txtdrimedia
@brewz21,@PartaiSocmed
@brewz21,@prabowo
@merapi111,@jay_ais007
@merapi111,@KakekHalal
@tummyyem,@98garislurus
@tummyyem,@ch_chotimah2
@PendekarSyair13,@Yusrilihza_Mhd
@BANGSAygSUJUD,@KarismaaDiah
@BANGSAygSUJUD,@Gerindra
@JempolJohan,@CakKhum
@PaPa_Bowo2024,@SughondoL
@PaPa_Bowo2024,@Safitridede1
@PaPa_Bowo2024,@SughondoL
@PaPa_Bowo2024,@choymarkochoy
@PartBurungGalak,@asom_naniura
@PartBurungGalak,@ganjarpranowo
@SughondoL,@PaPa_Bowo2024
@SughondoL,@Safitridede1
@Jakha05,@mediacenter
@Susito48190262,@Dennysiregar7
@PaPa_Bowo2024,@SughondoL
@PaPa_Bowo2024,@Safitridede1
@johneliad,@ch_chotimah2
@johneliad,@prabowo
@SughondoL,@PaPa_Bowo2024
@SughondoL,@choymarkochoy
@suhendrafarizi,@gibran_gen
@MSudiyasa,@BANGSAygSUJUD
@MSudiyasa,@prabowo
@MujitoBewing,@G0mb4k
@MujitoBewing,@prabowo
@007koteka,@prabowo
@AkunSiAneh,@txtdrpemerintah
@pathoel_soesant,@PartaiSocmed
@pathoel_soesant,@prabowo
@temanusil,@DeHoutman_id
@temanusil,@PartaiSocmed
@temanusil,@prabowo
@SughondoL,@PaPa_Bowo2024
@SughondoL,@Safitridede1
@PaPa_Bowo2024,@SughondoL
@PaPa_Bowo2024,@choymarkochoy
Sang AMURWA BHUMI @AgungNugroho,@Metro_TV
Sang AMURWA BHUMI @AgungNugroho,@jokowi
@don_muzakir_,@prabowo
@don_muzakir_,@jokowi
@don_muzakir_,@ditoariotedjo
@BelangDoang,@KakekHalal
@clusterofnoise,@PartaiSocmed
@clusterofnoise,@prabowo
@Farid_Hunain,@DokterTifa
@Farid_Hunain,@aniesbaswedan
@Farid_Hunain,@prabowo
@alfisahdinardi,@alfisahdinardi
@aselisnack,@Minietweets_
@aselisnack,@budimandjatmiko
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@MilihPribumi,@sutanmangara
@alfisahdinardi,@alfisahdinardi
@bengek_kampung,@tvOneNews
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@PaPa_Bowo2024,@SughondoL
@PaPa_Bowo2024,@Safitridede1
@alfisahdinardi,@alfisahdinardi
@achmad_taher,@PartaiSocmed
@achmad_taher,@susipudjiastuti
@AndreasSolusi,@Minietweets_
@AndreasSolusi,@budimandjatmiko
@SughondoL,@PaPa_Bowo2024
@SughondoL,@choymarkochoy
@indonesiaasli08,@alextham878
@SughondoL,@PaPa_Bowo2024
@SughondoL,@Safitridede1
@h68052,@BosPurwa
@h68052,@prabowo
@PartBurungGalak,@BangBen26616216
@PartBurungGalak,@prabowo
@Bang_Muun,@BoyRembaya
@Bang_Muun,@serdaduwarteg
@mizoneorange,@PartaiSocmed
@mizoneorange,@prabowo
@kingdom_taurus,@susipudjiastuti
@kingdom_taurus,@prabowo
@kingdom_taurus,@Gerindra
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@podo_radong1,@kiwalipitu
@podo_radong1,@jokowi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@bigjayen2,@ch_chotimah2
@bigjayen2,@prabowo
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@INDONESIAPERKS4,@Werkudoro2024
@INDONESIAPERKS4,@ganjarpranowo
@autokrat_not,@autokrat_not
@autokrat_not,@autokrat_not
@PaPa_Bowo2024,@Safitridede1
@PaPa_Bowo2024,@SughondoL
@autokrat_not,@autokrat_not
@autokrat_not,@autokrat_not
@INDONESIAPERKS4,@prabowo
@Afandi_Tanjung,@StefanAntonio__
@MisnoMi06423606,@Dennysiregar7
@Yoe_lairsan,@PartaiSocmed
@Yoe_lairsan,@prabowo
@nadal83,@StefanAntonio__
@nadal83,@TeddGus
@alfisahdinardi,@alfisahdinardi
@DKliktivisme,@DKliktivisme
@DKliktivisme,@DKliktivisme
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@DKliktivisme,@DKliktivisme
@alfisahdinardi,@alfisahdinardi
@DKliktivisme,@DKliktivisme
@alfisahdinardi,@alfisahdinardi
@SughondoL,@Safitridede1
@SughondoL,@PaPa_Bowo2024
@IrfanSofani,@IrfanSofani
@BoyRembaya,@Bang_Muun
@BoyRembaya,@serdaduwarteg
@angkasaprabu89,@BANGSAygSUJUD
@angkasaprabu89,@Gerindra
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@PartBurungGalak,@B_Hendratmo1
@PartBurungGalak,@ganjarpranowo
@_lanange_jagad_,@txtdrpemerintah
@rida_nicolas,@KakekHalal
@indeks_politika,@indeks_politika
@Safitridede1,@PaPa_Bowo2024
@Safitridede1,@SughondoL
@AndreasSolusi,@BahasaHati6
@AndreasSolusi,@prabowo
@Rizkialmudi,@vanc1Bozz
@Rizkialmudi,@ganjarpranowo
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@PournomoDwi,@adhe_cj
@PournomoDwi,@ch_chotimah2
@Hate_Fiona,@alextham878
@Hate_Fiona,@KPK_RI
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@alfisahdinardi,@alfisahdinardi
@LanangJagad31,@TeddGus
@SughondoL,@SughondoL
@SughondoL,@PaPa_Bowo2024
@sukiman49,@FaGtng
@wagentrips,@PartaiSocmed
@wagentrips,@prabowo
@politikngaji2,@politikngaji2
@Nanenes3,@islah_bahrawi
@Nanenes3,@tvOneNews
@politikngaji2,@politikngaji2
@politikngaji2,@politikngaji2
@politikngaji2,@politikngaji2
@yantomee,@islah_bahrawi
@yantomee,@tvOneNews
@jay_ais007,@merapi111
@jay_ais007,@KakekHalal
@mukhliss_02,@jokowi
@PaPa_Bowo2024,@SughondoL
@PaPa_Bowo2024,@choymarkochoy
@Wongbiasa1818,@Lembayung071
@Wongbiasa1818,@ganjarpranowo
@KkpPrabowo,@hqrry__
@KkpPrabowo,@PNS_Ababil
@KkpPrabowo,@catreonot
@pendekarkocak,@pendekarkocak
@pendekarkocak,@pendekarkocak
@sukar_ditebak,@Dennysiregar7
@lexycan72,@CakKhum
@Rizkialmudi,@AbdulMuntahar6
@Rizkialmudi,@Dennysiregar7
@Rizkialmudi,@Gerindra
@KawalPemilu_org,@Tati_versteeg72
@KawalPemilu_org,@faekri9449
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@Eni2345
@KawalPemilu_org,@Andi_Rubby
@KawalPemilu_org,@KPU_ID
@KawalPemilu_org,@Eni2345
@KawalPemilu_org,@Andi_Rubby
@KawalPemilu_org,@KPU_ID
@KawalPemilu_org,@Tati_versteeg72
@KawalPemilu_org,@faekri9449
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@Andi_Rubby
@KawalPemilu_org,@adjin_
@KawalPemilu_org,@Syawalianto
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@faekri9449
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@hidungkebas
@KawalPemilu_org,@abuikhwanaziz
@KawalPemilu_org,@thehendrodong
@KawalPemilu_org,@mutiara_anie
@KawalPemilu_org,@hidungkebas
@KawalPemilu_org,@abuikhwanaziz
@KawalPemilu_org,@hidungkebas
@KawalPemilu_org,@DimsPrastyo
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@mutiara_anie
@KawalPemilu_org,@IhsanFaiz26035
@KawalPemilu_org,@ThatSun510
@KawalPemilu_org,@edwardsuhadi
@KawalPemilu_org,@stockmapping
@KawalPemilu_org,@Bagasta8
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@aalrizqi
@KawalPemilu_org,@TopanTj
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@YGels
@KawalPemilu_org,@NenkMonica
@KawalPemilu_org,@adiawae
@KawalPemilu_org,@ircham_aji
@KawalPemilu_org,@KedaiKupiSareng
@KawalPemilu_org,@duolion163
@KawalPemilu_org,@Sikusihsama
@KawalPemilu_org,@junaedy_amir
@KawalPemilu_org,@RevaldiRevv
@KawalPemilu_org,@MalogaWatch
@KawalPemilu_org,@Civil95i2e
@KawalPemilu_org,@deus_xmchn
@KawalPemilu_org,@TrifanyKim96
@KawalPemilu_org,@azwa27
@KawalPemilu_org,@AbdulRachimmks
@KawalPemilu_org,@Ithochan
@KawalPemilu_org,@Adjie073
@KawalPemilu_org,@aniesbaswedan
@KawalPemilu_org,@satrialingkar
@KawalPemilu_org,@Insideme11
@KawalPemilu_org,@shallypristine
@KawalPemilu_org,@Bang_Jemie
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@separuhmatang
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@Bang_Jemie
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@men_thank6939
@KawalPemilu_org,@aniesbaswedan
@KawalPemilu_org,@aniesbaswedan
@KawalPemilu_org,@mbahbinong
@KawalPemilu_org,@blank0429
@KawalPemilu_org,@Insideme11
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@zoelsearegar
@KawalPemilu_org,@OktermanLkmn
@KawalPemilu_org,@bengkeldodo
@KawalPemilu_org,@ONCOMBANDUNG
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@ONCOMBANDUNG
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@ircham_aji
@KawalPemilu_org,@PRajagukgu38321
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@FFibrijanti
@KawalPemilu_org,@ONCOMBANDUNG
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@PRajagukgu38321
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@ircham_aji
@KawalPemilu_org,@PRajagukgu38321
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@sgie_iwakndog
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@KPU_ID
@KawalPemilu_org,@DJ_Luvly
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@edrach257
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@AlayBerisik
@KawalPemilu_org,@ulil_f4
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@deus_xmchn
@KawalPemilu_org,@PujiNinuk
@KawalPemilu_org,@Pak__Ngah
@KawalPemilu_org,@KPU_ID
@KawalPemilu_org,@Pak__Ngah
@KawalPemilu_org,@PujiNinuk
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@ridwan_luhur
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@huftbosan
@KawalPemilu_org,@milliyya
@KawalPemilu_org,@Pak__Ngah
@KawalPemilu_org,@RomitsuT
@KawalPemilu_org,@mk_anam
@KawalPemilu_org,@GreenDay
@KawalPemilu_org,@DhiRaowl
@KawalPemilu_org,@dunyalaen
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@kitabisacom
@KawalPemilu_org,@siniipelukk
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@kitabisacom
@KawalPemilu_org,@Daisykupukupu
@KawalPemilu_org,@mk_anam
@KawalPemilu_org,@GreenDay
@KawalPemilu_org,@sep87474865
@KawalPemilu_org,@farizrmofficial
@KawalPemilu_org,@JanAdiputra
@KawalPemilu_org,@farizrmofficial
@KawalPemilu_org,@farizrmofficial
@KawalPemilu_org,@GreenDay
@KawalPemilu_org,@sheilaon7
@KawalPemilu_org,@ibamarief
@KawalPemilu_org,@ainunnajib
@KawalPemilu_org,@AhmadSahidah
@KawalPemilu_org,@duolion163
@KawalPemilu_org,@zuhrisanifahmi
@KawalPemilu_org,@araasure
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
@KawalPemilu_org,@KawalPemilu_org
