username,handle,postDate,responding,retweets,likes
SONTOLOYO,@cagubnyinyir2,2023-09-09T15:35:48.000Z,"Cak Imin kartu mati dia ditolak para kiai besar NU dipasangkan dgn Anies juga kartu mati akhirnya ikut mati ambyar sampai ke titik terendah. NasDem blunder.
@RoellyRosuli
 @Yoyonenindyo
 @SiregarFre28269
 @BossToukeeIsa
 @Catur_Buja
 @0j45_N4th
 @Hangudi_L
https://fajar.co.id/2023/09/09/surya-paloh-bikin-blunder-elektabilitas-anies-diprediksi-jeblok-pasca-deklarasi-bersama-cak-imin/?s=09…",,
Indonesiaku,@nawacitadotco,2023-09-09T15:35:38.000Z,"Anies – Cak Imin Cari Berkah di Makam Sunan Ampel, Pemimpin dari Jawa Timur https://nawacita.co/index.php/2023/09/09/anies-cak-imin-cari-berkah-di-makam-sunan-ampel-pemimpin-dari-jawa-timur/… via 
@nawacit4",,
Dian Pratama,@DamarPr42268088,2023-09-09T15:35:37.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
nawacita,@NAWACIT4,2023-09-09T15:35:33.000Z,"Anies – Cak Imin Cari Berkah di Makam Sunan Ampel, Pemimpin dari Jawa Timur https://nawacita.co/index.php/2023/09/09/anies-cak-imin-cari-berkah-di-makam-sunan-ampel-pemimpin-dari-jawa-timur/… via 
@nawacit4",,
Int@n T€nong TWP,Int@n T€nong TWP,2023-09-09T15:30:44.000Z,"Replying to 
@Dennysiregar7
 @cakimiNOW
 and 
@KPK_RI",,
JATAYUBACK,@Jatayu_45back,2023-09-09T15:28:53.000Z,"PILIH CAK IMIN ANIES JAWAB TUDINGAN MIRING...

#JokowiTurunNKRISelamat
#JokowiTurunNKRISelamat",4.0,4.0
bung,@terjabarkan,2023-09-09T15:28:36.000Z,"Menyadur analisisnya Bung Budiman 
@budimandjatmiko
, bacapres skrg ini bisa dibedakan menjadi 3 kategori
Ganjar : Populis (*wakil sangat menentukan)
Anies : Intelektualis (* tpi cak imin juga populis)
Prabowo : Strategis (*perlu teknokrat tuk mengimbangi)",,1.0
Sumardi Odenazifu,@odenazifu74415,2023-09-09T15:28:36.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Riry08,@drReUtari08,2023-09-09T15:28:33.000Z,"Replying to 
@cakimiNOW",,
B AjaLah,@Bambang06677637,2023-09-09T15:27:48.000Z,"Replying to 
@ajengcute16__",,10.0
Calon Presiden 2024,@mnmnmnmnmnmnmx,2023-09-09T19:07:42.000Z,"tendensi? saya tidak akan menggunakan hak suara saya. maaf, tidak ada pilihan yang layak.",,
ؘjer,@veentanni,2023-09-09T18:59:27.000Z,"Replying to 
@ombakcherry",,
Dimas,@Dimasbravia1102,2023-09-09T18:59:08.000Z,"Replying to 
@PreciosaKanti",,
Bram Abu Bakar,@Bram_AbuBakar,2023-09-09T18:14:48.000Z,"Replying to 
@NGM_007",,
Noval Bachrenz,@BachrenzNoval,2023-09-09T17:57:06.000Z,"Replying to 
@FendiHe11968994
 and 
@geloraco",,
mikirmedia,@mikirmedia,2023-09-09T17:57:04.000Z,Sekretaris Jenderal PDIP Hasto Kristiyanto menyebut nama Ridwan Kamil masuk dalam bursa bakal calon wakil presiden pendamping Ganjar Pranowo.,,
mikirmedia,@mikirmedia,2023-09-09T17:18:06.000Z,Ketua DPP PDIP Ahmad Basarah menyiapkan calon presiden Ganjar Pranowo untuk melakukan safari politik dari kampus ke kampus demi menggalang dukungan di Pemilu 2024.,,1.0
manusia penuh dosa,@Hamdiirawan17,2023-09-09T17:16:50.000Z,"Astaghfirullah  ini yang katanya jangan jangan pilih calon presiden politik identitas hei kalian 
@Kemenag_RI",,
mikirmedia,@mikirmedia,2023-09-09T17:16:38.000Z,"Ketua Umum Gerindra, Prabowo Subianto bercerita tentang kisah monyet peliharaannya yang suka melompat-lompat dan akhirnya mati oleh anjing Herder. Prabowo yang juga Bakal Calon Presiden itu pun menyebut mengambil banyak pelajaran dari kasus itu.",,1.0
mikirmedia,@mikirmedia,2023-09-09T17:14:54.000Z,"Sekjen PDIP, Hasto Kristoyanto, mengungkit penggunaan politik identitas pada masa Pemilihan Gubernur (Pilgub) DKI Jakarta tahun 2017. Hal itu dia utarakan ketika merespons bakal calon presiden (capres) Ganjar Pranowo tampil dalam iklan azan Maghrib di televisi swasta.",,1.0
chakim,@dhianchakim,2023-09-09T17:02:24.000Z,"Replying to 
@kumparan",,
Sahabat Ganjar - Official,@sahabatganjar,2023-09-09T17:00:55.000Z,"Pada malam Rabu, 23 Agustus 2023, Bakal Calon Presiden (Bacapres) Ganjar Pranowo mengenakan kemeja lengan panjang hitam menyempatkan waktu untuk ziarah ke makam orang tuanya di Kelurahan Semawung Daleman, Kecamatan Kutoarjo, Purworejo, Jawa Tengah.

Dalam momen tersebut, Ganjar… Show more",,1.0
Nazhier88,@Nazhier881,2023-09-09T16:52:30.000Z,"Kalau pemiku diadakan besok,siapakah calon presiden pilihan kalian gaes??
#Pilpres2024 #AniesBaswedan #AniesMuhaimin2024 #PrabowoSubianto #GanjarPranowo #PemiluSerentak2024",,1.0
Herjoko Biantoro,@herjobi,2023-09-09T16:52:25.000Z,"Replying to 
@alextham878",2.0,1.0
Wistara Nusantara,@NgopiLagiYuk,2023-09-09T16:48:28.000Z,"Lolos tes kinerja terbaik 
Jadi sangat pantas.. 
@ganjarpranowo
 dideklarasikan menjadi Calon Presiden oleh PDI-P pada Pemilihan Presiden di tahun depan.

#SahabatGanjar  #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua",,
Nico Simanjuntak,@Simanjunta9Nico,2023-09-09T16:24:13.000Z,"Prof. Siti Zuhro: Paslon AMIN Menghentakan Panggung Politik di Pilpres 2024.

Kehadiran Paslon AMIN telah menghentak dan membuat koalisi parpol lainnya mulai bergegas dan mempercepat diri utk menemukan Bakal calon presiden (Bacapres).#kbanews.
https://kbanews.com/hot-news/prof-siti-zuhro-paslon-amin-menghentakan-panggung-politik-di-pilpres-2024/…
@san_jateng",,
abin,@outtaspike,2023-09-09T16:07:23.000Z,calon presiden,,
Top,@WPradhika,2023-09-09T16:03:07.000Z,"Replying to 
@sigitwid",,1.0
MayBe,@ajay110916,2023-09-09T16:01:06.000Z,"Replying to 
@musniumar",,
卂尺ㄩ丂 乃卂山卂卄,@wu223r20n3,2023-09-09T16:00:45.000Z,"Calon Presiden 2024 beserta Ibu Negara 

#SahabatGanjar #GanjarPranowo #Ganjar #GanjarUntukSemua #GanjarSelaluDihati",2.0,3.0
Aris,@aris_rendex,2023-09-09T15:55:10.000Z,Ini calon presiden dan wakil presiden gw… mana calon elohhhh? Lupa blum ada pasangan ya..,5.0,10.0
Sariadi,@Sariadi04890838,2023-09-09T15:53:17.000Z,"Replying to 
@cakimiNOW",,
Rahmat Ajja,@RahmatAjja16,2023-09-09T15:46:55.000Z,"Replying to 
@narkosun
 and 
@YaqutCQoumas",,
Wo2 Anis win Ind dikuasai aseng orba & radikal,@Ganjar_Andika08,2023-09-09T15:42:33.000Z,"@ganjarpranowo
 ,
yang diusung sebagai bakal calon Presiden oleh PDI Perjuangan 
Bercerita u milenial
dengan memulai dari hobi yang mereka cintai Bisa berjasa u NKRI

Jgn spt roki dll yg cuma bisa hina kritik Presiden Jokowi tanpa ksh solusi

Coba tanya apa yg sdh engkau berikan… Show more",9.0,17.0
tvOnenews,@tvOneNews,2023-09-09T15:01:32.000Z,"Bakal calon presiden Ganjar Pranowo yang terlihat dalam video azan Maghrib di salah satu stasiun televisi. 

Sekjen PDIP Hasto Kristiyanto membela Ganjar yang belakangan ramai diperbincangkan karena tampil dalam sebuah iklan azan Maghrib di sebuah tayangan televisi swasta.… Show more",73.0,149.0
Husnul Anjani,@Anjani2913,2023-09-09T15:01:24.000Z,"Replying to 
@zevarew
 and 
@datuakrajoangek",,
Li Tipikor AHICW,@Li_TipikorAHICW,2023-09-09T14:56:45.000Z,"Replying to 
@Dennysiregar7
 and 
@ganjarpranowo",,
Li Tipikor AHICW,@Li_TipikorAHICW,2023-09-09T14:53:50.000Z,"Replying to 
@ganjarpranowo
 @puanmaharaniri
 and 
@puanmaharani_ri",,
beritajatim,@beritajatimcom,2023-09-09T14:52:05.000Z,"Tour De Wali Songo di Tuban, Anggota DPRD Jatim Doakan Cak Imin Menang. 

Bakal Calon Wakil Presiden (Bacawapres) Muhaimin Iskandar atau Cak Imin batal ziarah makam Sunan Bonang Tuban,… #PolitikPemerintahan #CawapresMuhaiminIskandar via 
@beritajatimcom",,
Senja.,@ialahsenja,2023-09-09T14:50:43.000Z,"Replying to 
@rembeolan",,
Sedu Sedu,@SeduSedu542692,2023-09-09T14:32:09.000Z,"Replying to 
@cakimiNOW",,
De'creo_Marginale_Slava Ukraine,@DMarginale,2023-09-09T14:31:55.000Z,"Replying to 
@__AnakKolong
 and 
@PRABUOOOO9",2.0,1.0
𝙼𝚄𝙰𝙻𝙻𝙸𝙼_𝙵𝙰𝙷𝙼𝙸,@Alie_Fahnoor,2023-09-09T13:41:35.000Z,"Menteri Pertahanan sekaligus bakal calon presiden RI, #PrabowoSubianto mengajak bernyanyi Jenderal TNI Purnawirawan AM Hendropriyono di tengah acara deklarasi dukungan terhadap dirinya.

Dalam deklarasi dukungan terhadap dirinya di Atambua, NTT #Prabowo yang menekan kemeja safari… Show more",5.0,6.0
Calon Presiden,@Dmxlrd,2023-09-09T13:41:26.000Z,"Replying to 
@convomf",,
Joelyan,@joe_djyan,2023-09-09T13:36:27.000Z,"Replying to 
@kumparan",,
CalonPresiden,@Alaqidgubti,2023-09-09T13:34:24.000Z,"Replying to 
@idextratime",,
babubujang,@amiraprshnt,2023-09-09T13:32:49.000Z,"Replying to 
@shitlicious",,2.0
mikirin_rakyat,@madinakopikoi,2023-09-09T13:31:08.000Z,"Replying to 
@hipohan",,
*Capres_Republic_Socmed*,@Republicsocmed,2023-09-09T18:54:04.000Z,"Replying to 
@__AnakKolong",,
Mad Yud,@Anggodomu,2023-09-09T18:52:48.000Z,"Replying to 
@msobri99",,
Semut rang-rang avanya kucing,@Pohon_bambu01,2023-09-09T18:48:57.000Z,"Replying to 
@Pohon_bambu01",,
Semut rang-rang avanya kucing,@Pohon_bambu01,2023-09-09T18:47:26.000Z,"Replying to 
@Pohon_bambu01",,
*Capres_Republic_Socmed*,@Republicsocmed,2023-09-09T18:46:28.000Z,"Replying to 
@PUTRY_NUSANTARA",,
Tirta Gangga,@Apotek_24Jam,2023-09-09T18:46:06.000Z,"Replying to 
@Fahrihamzah",,
𝖓𝖉𝖗𝖔𝖜 ,@ndrow_jv,2023-09-09T18:43:01.000Z,"Replying to 
@Fahrihamzah",,
Nico Simanjuntak,@Simanjunta9Nico,2023-09-09T18:39:18.000Z,"Jubir: Tak Semua Safari Anies Didampingi Imin termasuk Debat Kandidat Capres.

“Mengenai perjalanan bersama, tergantung waktu dan kebutuhan. Kalau memang bisa bersama-sama ya bersama”
#kbanews

https://kbanews.com/hot-news/jubir-tak-semua-safari-anies-didampingi-imin-termasuk-debat-kandidat-capres/…
@abroyani03
 @abwnews_
 @BundaAdiMaulan2
 @LANGKAHANIES
 @bos_sir",,
Diazz Hamdi Maulana,@abdrianriz1992,2023-09-09T18:39:15.000Z,"Replying to 
@krisna_and
 @rajippps
 and 
@Indostransfer",,
Daeng Bang,@daengbang06,2023-09-09T18:37:04.000Z,"Replying to 
@AlmaghribiS
 @florieliciouss
 and 9 others",,
Raihansah,@jkt_roel,2023-09-09T18:35:07.000Z,"Replying to 
@WibowoSetyo5
 and 
@detikcom",,
Raihansah,@jkt_roel,2023-09-09T18:27:00.000Z,"Replying to 
@geloraco",,
Koncone One Piece,@youngjava95,2023-09-09T18:26:29.000Z,"Replying to 
@PSSleman",,
kosonGBangku,@baladatemp81441,2023-09-09T18:24:13.000Z,Rakyat indonesia yakin tak pilih capres pelanggar ham pemain agama dan PENYUKA BOKEP,,
Kepla Batu,@BatuKepla,2023-09-09T18:23:04.000Z,"Replying to 
@MardaniAliSera
 @PKSejahtera
 and 2 others",,
Wendriadi,@Wendriadi46,2023-09-09T18:22:13.000Z,"Capres-Cawapres Anies Baswedan-Gus Muhaimin (AMIN)  berziarah ke makam Ketua Umum PBNU pertama, KH. Hasan Gipo. 

#SpiritJuangWalisongo 
#GusIminJagaTradisi",,
betah lapar,@baru_juned,2023-09-09T18:21:13.000Z,"Replying to 
@tempodotco",,
L35&4,@anselmoes,2023-09-09T18:14:07.000Z,"Replying to 
@KompasTV",,
Cumi A,@yumi_cumi00,2023-09-09T18:13:45.000Z,"Replying to 
@boeloe27
 and 
@CNNIndonesia",,
Haseena_store.id (Jual Kopi Kawah Muria),@haseena_store,2023-09-09T18:12:50.000Z,"Replying to 
@haseena_store",,
Haseena_store.id (Jual Kopi Kawah Muria),@haseena_store,2023-09-09T18:12:49.000Z,"Replying to 
@haseena_store",,
Haseena_store.id (Jual Kopi Kawah Muria),@haseena_store,2023-09-09T18:12:48.000Z,"Replying to 
@haseena_store",,
krucil gendut,@KGendut53287,2023-09-09T18:12:10.000Z,"Replying to 
@Dennysiregar7",,
MbahKakung,@BakulKopiPahit7,2023-09-09T18:11:17.000Z,"Replying to 
@Fahrihamzah",,
Rio Ayudhia Putra,@rioayudhia,2023-09-09T18:10:39.000Z,"Terlepas apa pun alasannya, cara²  semacam ini perlu di ""take down"" demi menjaga kondusifitas dan netralitas menjelang 2024 
@bawaslu_RI
Jika mau fair, kenapa tdk semua Capres dimunculkan bersamaan serta menjalani ibadah sholat magrhib bersamaan 
@RCTIPlus
 @OfficialRCTI",,
endok bulus,@yanguti25,2023-09-09T18:09:35.000Z,"Replying to 
@SunnahRasulLove
 @StefanAntonio__
 and 
@MasBolali",,
Ratna,@RatnaJk_2,2023-09-09T18:04:47.000Z,Capres enggak punya  kemampuan dan  gak punya prestasi,2.0,3.0
Katadata.co.id,@KATADATAcoid,2023-09-09T17:57:34.000Z,"Top News: Kronologi Kerusuhan Rempang, Kekayaan 3 Bakal Capres",,1.0
R. Iman Santoso,@ZainabRasyidah,2023-09-09T17:57:09.000Z,"Replying to 
@VIVAcoid",,
adi ayo main,@Adiadoynfc,2023-09-09T17:57:02.000Z,"Replying to 
@Miduk17",,
honest blackburn rovers fan,@thegreatcr7x,2023-09-09T17:48:44.000Z,"Replying to 
@devils_ang
 @logosufi
 and 2 others",,
Andree Indira R,@AndreeIndira,2023-09-09T17:47:18.000Z,Kalo menang capres mau gratisin BBM? Hmm.. lagi2 metode yang sama. Kalo popularitas nya rendah solusinya bikin janji yg ga masuk akal. Sama kaya dulu DP 0%. Paling ujung2 nya ga kesampean. Pilih yg rasional aja dah,,
Reinaldo,@ultramennnnn,2023-09-09T17:45:37.000Z,"Replying to 
@ciceronicus",,
@Pakle' Rusli,@Pakle' Rusli,2023-09-09T17:43:42.000Z,"Replying to 
@adearmando61",,
Gesuri,@GesuriID,2023-09-09T17:42:15.000Z,Bupati dan Warga Klaten Total Dukung Capres 2024 Ganjar Pranowo,,
Mandalika,@bokasa21,2023-09-09T17:39:57.000Z,"Replying to 
@jansen_jsp
 and 
@aniesbaswedan",,
dede,@sofyanhadiww,2023-09-09T17:39:40.000Z,"Replying to 
@tvOneNews",,
Mad Yud,@Anggodomu,2023-09-09T17:39:19.000Z,"Replying to 
@jimmyherdyansy2
 and 
@cakimiNOW",,
baleeee,@pagertribun,2023-09-09T17:38:33.000Z,"Replying to 
@sindiyicdr",,
Mirone_Barcelone,@Andriana245,2023-09-09T17:36:35.000Z,"Replying to 
@DPP_PKB",,
GanjarKuduMenang,@DewoSenuk,2023-09-09T17:35:33.000Z,"Replying to 
@Lembayung071
 and 
@adearmando61",,
Gad-Aser,@GadAserVargas,2023-09-09T17:35:28.000Z,"Replying to 
@GallegosFES
 and 
@Lemusrafa",,
Krisna And,@krisna_and,2023-09-09T17:35:19.000Z,"Replying to 
@abdrianriz1992
 @rajippps
 and 
@Indostransfer",,
Hèctor Guerrero,@hguerrero70,2023-09-09T17:32:40.000Z,"Replying to 
@Saramonroesv",1.0,4.0
Theo,@Th30dore88,2023-09-09T17:32:28.000Z,"Replying to 
@GunRomli",,
Dika_aryaKusuma,@dika_maxelyou,2023-09-09T17:32:16.000Z,"Besok² ada Capres yang NUMPANG KEMENANGAN TIMNAS ...katanya ""Lelahmu lelahku jua ; keringatmu semangat bagi kami""

Cuihh   Mual",,1.0
Ali Zain,@AliZain435h,2023-09-09T17:31:58.000Z,"Replying to 
@triyanto_srgn
 and 
@ekowboy2",,
GELORA NEWS,@geloraco,2023-09-09T17:28:08.000Z,"Fahri Hamzah Semprot Bos Media - Timses Capres: Sebelum Kita Bertengkar Terlalu Jauh, Tolong Hentikan!",,8.0
penyendiri,@penyndiri,2023-09-09T17:27:56.000Z,"Replying to 
@kamekpalala
 and 
@saidi_sudarsono",,
PROJO_NOT_BOWO,@Megatop99,2023-09-09T17:27:00.000Z,"Replying to 
@Fahrihamzah
 @KPU_ID
 and 
@bawaslu_RI",,
Jampang,@BudiSan75825121,2023-09-09T17:26:40.000Z,"Replying to 
@susipudjiastuti",,
Triyanto_Srgn,@triyanto_srgn,2023-09-09T17:25:52.000Z,"Replying to 
@sutanmangara",,
BumiDatarGL #PakeMaskerBukanDaster,@KaumBumiLucu,2023-09-09T17:25:49.000Z,"Jualan agama emang masih laku di indon sik... 
Sampek adzan di tv yg jd modelnya aje salah satu capres... ☻",,1.0
Mbullnya Captain,@tvlipdiamond,2023-09-09T17:25:32.000Z,M-maksudnya teh adu mulut debat capres dan cawapres eta mah.. /berusaha positif thinking di saat pikiranku negatif dan berdosa/,,
G. S. Respati ❁,@gs_respati,2023-09-09T17:25:30.000Z,"Replying to 
@iwanfals",,
Deny Sibuea,@DenySibuea,2023-09-09T17:20:29.000Z,"Replying to 
@EdsNababan",,
Sahabat Ganjar Gunungkidul,@SahabatGanjarGK,2023-09-09T17:19:49.000Z,"Calon Presiden (Capres) Ganjar Pranowo, terus mendapatkan dukungan untuk Pilpres 2024. Kali ini, giliran para pengusaha Kota Semarang memberikan dukungannya ke Ganjar.

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua",,
Janks,@Janks1470,2023-09-09T17:19:14.000Z,"Replying to 
@Tan_Mar3M",,
ꦮꦶꦱꦁꦒꦼꦤꦶ,@wisanggeni_084,2023-09-09T17:15:18.000Z,"Dari pada bertengkar, ayok bikin tandingan pake dgn peran utama capres dukungan bro...
Gitu aja kok repot !",,
Rarudet,@HaraRehe,2023-09-09T17:15:16.000Z,"Replying to 
@Catatan_ali7
 and 
@ganjarpranowo",,
mikirmedia,@mikirmedia,2023-09-09T17:14:54.000Z,"Sekjen PDIP, Hasto Kristoyanto, mengungkit penggunaan politik identitas pada masa Pemilihan Gubernur (Pilgub) DKI Jakarta tahun 2017. Hal itu dia utarakan ketika merespons bakal calon presiden (capres) Ganjar Pranowo tampil dalam iklan azan Maghrib di televisi swasta.",,1.0
Papa Tersesat,@KurangiBodoh,2023-09-09T17:14:16.000Z,"Replying to 
@panditfootball",,
uɐuᴉƃuɐʞ ɹnqɐʞ nqǝʇ ƃuɐqɯǝʞ,@joko_maryadi,2023-09-09T17:13:22.000Z,"Capres kok gak paham sejarah bangsa, memalukan Indonesia saja.
Manusia  ngawur begini masih mau klean pilih? 
@NasDem
 
@PKSejahtera
 
@abwnews_
@alextham878
 
@Tan_Mar3M
 
@tatakujiyati
 
@Mdy_Asmara1701
 
@BosPurwa
 
@WAHYU_UNIFORM
 
@marlina_idha
 
@papa_loren",1.0,1.0
christin,@CRS012345678,2023-09-09T17:08:26.000Z,adu mulut soalny debat capres,,
Om SENANG,@OmSENANGni,2023-09-09T17:07:56.000Z,"Replying to 
@ekakunjeri",,
raymond c,@TheSimiliar,2023-09-09T17:07:01.000Z,"Replying to 
@tvOneNews",,1.0
GUS MENCRET,@alin_raihani,2023-09-09T17:05:09.000Z,"Replying to 
@StefanAntonio__",,
Hamba Allah,@tukangendog,2023-09-09T17:05:09.000Z,"Replying to 
@wdtu",,
Triyanto_Srgn,@triyanto_srgn,2023-09-09T17:05:06.000Z,"Replying to 
@ekowboy2
 and 
@Safitridede1",,
Irma,@irmaarni12,2023-09-09T17:03:46.000Z,"Replying to 
@MuniLestari1
 @cs3pm
 and 2 others",,
Sofian@555,Sofian@555,2023-09-09T17:03:14.000Z,"Replying to 
@abu_waras
 and 
@pejuangkantin99",,1.0
Ponzo,@ponzolippi,2023-09-09T17:02:52.000Z,"Replying to 
@islah_bahrawi",,
Putra_Nusantara,@JOINLampung,2023-09-09T17:01:43.000Z,"Replying to 
@geloraco",,
Yunita Ratnasari Dewi,@YunitaRatnaa,2023-09-09T17:01:39.000Z,"Replying to 
@detikcom",,
kejora82,@kejora82,2023-09-09T17:01:34.000Z,"Replying to 
@kompascom",,1.0
skandal jepit,@skan419,2023-09-09T16:58:33.000Z,"Replying to 
@VIVAcoid",,
Yulianti Setiawati,@YuliantiSe43551,2023-09-09T16:58:21.000Z,"Replying to 
@M45Broo",,
Hardiman,@hardi_hardiman2,2023-09-09T16:58:10.000Z,"Replying to 
@CNNIndonesia",,
E. Gonzales,@Eka_Alfajri,2023-09-09T16:56:57.000Z,"Replying to 
@Dennysiregar7",,
Psy War,@awka_ron112,2023-09-09T16:56:56.000Z,"Replying to 
@Dwi1975
 @UlfaRealty
 and 
@badmintoneropa",,
MOTIFABIAN,@motifabian,2023-09-09T16:55:29.000Z,"Sebenarnya ya, #BapakPolitikIdentitas itu bukan cuma seorang tapi ada dua orang, yang satu sudah jadi #capres jadi jangan biarkan yang satu lagi jadi #cawapres ya.

#NOpolitikidentitas
#NOpolitikadudomba
#NOpolitikkebencian",,
Elnino/النينو,@Elnino23706025,2023-09-09T16:54:03.000Z,Pks Penting Sebagai pelindung dan selimut agar masy tdk banyak paham bahwa capres anies-imin sdg digiring dan dipoles menjadi boneka oligarki jilid 2 oleh pertai2 pro status quo nasdem dan pkb...krn selama ini pks msh dianggap partai oposisi yg tdk mungkin jd jongos oligarki..,,
Kang Dwi,@KangDwi8,2023-09-09T16:53:58.000Z,"Replying to 
@triliuner007
 @Bundafatimah7
 and 
@BangPino__",,
MOTIFABIAN,@motifabian,2023-09-09T16:48:27.000Z,"Sebenarnya ya, #BapakPolitikIdentitas itu bukan cuma seorang tapi ada dua orang, yang satu sudah jadi #capres jadi jangan biarkan yang satu lagi jadi #cawapres ya.

#NOpolitikidentitas
#NOpolitikadudomba",,
Giwawo,@GusDaAD,2023-09-09T16:48:16.000Z,"Replying to 
@cobeh2022",,
dede,@sofyanhadiww,2023-09-09T16:47:32.000Z,"Replying to 
@adearmando61",,
Katuaw,@Katuaw1,2023-09-09T16:46:40.000Z,"Replying to 
@cakimiNOW",,
Papa Tersesat,@KurangiBodoh,2023-09-09T16:46:38.000Z,"Replying to 
@tvOneNews",,
Elnino/النينو,@Elnino23706025,2023-09-09T16:46:15.000Z,Penting Sebagai pelindung dan selimut agar masy tdk banyak paham bahwa capres anies-imin sdg digiring dan dipoles menjadi boneka oligarki jilid 2 oleh pertai2 pro status quo nasdem dan pkb...krn selama ini pks msh dianggap partai oposisi yg tdk mungkin jd jongos oligarki..,,
Jiwasaya ditanganNya,@kaprikurt,2023-09-09T16:46:12.000Z,"Replying to 
@Yurissa_Samosir
 @bos_sir
 and 9 others",,
Miftahul Amin,@aminesuyono,2023-09-09T16:45:15.000Z,"Replying to 
@WatkinsBro20716
 and 
@puanmaharani_ri",,
musuh para badjingan,@MalmsteenEndye,2023-09-09T16:44:26.000Z,"Replying to 
@Dennysiregar7",,
"Hasby,Bi",@Bobi6h,2023-09-09T16:43:51.000Z,"Pasangan Capres dan Cawapres 2024,",,
Blankslate,@Naarahma2,2023-09-09T16:43:44.000Z,"Replying to 
@ruhutsitompul",,
Manuka Honeyland,@manukahoneyland,2023-09-09T16:39:05.000Z,"Replying to 
@musniumar",,
♡jales521,@MischordiasD,2023-09-09T16:38:54.000Z,"berhubung capres nya udah kebaca, kita ganti pertanyaannya.
kenapa tidak ada capres yg mau cawapres nya perempuan ?
Sudah semundur itu level keliberalan Indonesia ini ?
Coba klw Ganjar cawapresnya perempuan. Yenny, Connie, Puan, Sri Mulyani dan perempuan2 yg pernah ku list dulu.",,
Fontra Siennta Gramasic,@FelixSGL1,2023-09-09T16:38:12.000Z,"Replying to 
@lutfimulqi
 and 
@tvOneNews",,
Bintang Terang,@Bintang76288009,2023-09-09T16:37:26.000Z,"Replying to 
@JCLov3Us
 and 
@Duren___",,
Galih Kudrat Limbaran,@Galih_Limbaran,2023-09-09T16:37:06.000Z,"Replying to 
@didilionrich",,
Wan_di,@a_mwandi,2023-09-09T16:36:21.000Z,"Replying to 
@ivanazhar1",,
nawi rembulan,@NawiAkun,2023-09-09T16:36:19.000Z,"Replying to 
@VeraFebyanthyID",,
Arief Eka Atmaja,@arkaatmaja7,2023-09-09T16:35:59.000Z,"Replying to 
@Saifoul18
 and 
@yusuf_dumdum",,
Jack_man31,@DdHn31,2023-09-09T16:34:42.000Z,"Replying to 
@StefanAntonio__",,
Weje,@Weje210459,2023-09-09T16:34:36.000Z,"Replying to 
@alextham878",,
aku adalah,@Adamyuio_,2023-09-09T16:33:53.000Z,ni capres GIMMICK muluu kek pendahulunya,,
sundalandia,@sundalandia,2023-09-09T16:32:57.000Z,"Seberapa beranikah 
@PKSejahtera
  @DPP_PPP
  @PDemokrat
  mengusung capres perempuan bu #susipudjiastuti menjadi capres 2024 ? ",,
Bung Idub,@opahlatumahina,2023-09-09T16:32:40.000Z,"Replying to 
@Tan_Mar3M",,
SahLeoSin,@SahLeoSin,2023-09-09T16:31:06.000Z,"Prabowo meski telah Lansia masih hebat. Buktinya masih mau maju utk ke-3 kalinya sbg capres.
. 
Kalah berkali-kali itu hebat, meskipun yg menang berkali-kali tentu lebih hebat
.
Photo waktu masih muda Mbah Wowo ganteng ya?",1.0,15.0
ꦮꦶꦱꦁꦒꦼꦤꦶ,@wisanggeni_084,2023-09-09T16:30:49.000Z,"Para pelaku:
Kader partai tertentu..
Tim Capres tertentu..
Takkan bisa menyatukan bangsa besar ini.",5.0,5.0
Arief Eka Atmaja,@arkaatmaja7,2023-09-09T16:30:42.000Z,"Replying to 
@GasTrusss
 @Saifoul18
 and 
@yusuf_dumdum",,
icha,@saduck,2023-09-09T16:30:22.000Z,niki ini merakyat banget ya curiga dia jadi capres juga,,
Nico Simanjuntak,@Simanjunta9Nico,2023-09-09T16:30:05.000Z,"Sepekan Deklarasi Paket Capres-Cawapres, Popularitas Anies Terdepan di Jawa Timur Versi Google Trends. 

Dari data Google Trends memperlihatkan strategi menduetkan pasangan Anies Rasyid Baswedan dan Muhaimin Iskandar sudah berjalan dengan tepat.
#KBANEWS",,
tweet si Adi,@adie_nurzaman,2023-09-09T16:29:11.000Z,"Replying to 
@VIVAcoid",,1.0
SuryoPeloh,@kowelllazza,2023-09-09T16:29:05.000Z,"Replying to 
@ferdinand_mpu",1.0,
Iskandar Искандар,@degreatiskandar,2023-09-09T16:27:46.000Z,"Malming woooiiii....

Pulitik muluk, copras capres muluk...hdh

Jan sampek pindah k yutup ni wat nyari yg lutjuk2",,1.0
NovendraPutra,@NovendraPutra4,2023-09-09T16:27:28.000Z,"Replying to 
@Dennysiregar7",,
PROJO_NOT_BOWO,@Megatop99,2023-09-09T16:27:01.000Z,"Replying to 
@venoeslipo
 @AbankTho2
 and 11 others",,1.0
Tao ming tse,@tao_ming_tse,2023-09-09T16:26:57.000Z,"Replying to 
@tvOneNews",,
danielwido,@D_a1ft,2023-09-09T16:26:31.000Z,"Replying to 
@Umar_Hasibuan__",,
